Target	Isolate	SummmaryScore	NumberTested	IsolateGenus	IsolatePhylum	IsolateGenus_with_SampleSize
Gram Positive	LK403	1.75	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK405	0.0	8	Enterococcus	Bacillota	Enterococcus (n=1)
Gram Positive	LK408	0.625	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK409	0.625	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK411	0.125	8	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Positive	LK413	0.625	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK414	0.5	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK415	0.875	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK419	1.5	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK421	1.0	8	Sphingobacterium	Bacteroidota	Sphingobacterium (n=3)
Gram Positive	LK425	1.0	5	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK426	0.4	5	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK428	0.2	5	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK432	0.25	8	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Positive	LK434	0.0	5	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Positive	LK435	0.6	5	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK436	0.4	5	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK438	0.4	5	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK439	0.25	8	Dietzia	Actinomycetota	Dietzia (n=21)
Gram Positive	LK441	0.6	5	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK442	1.0	8	Klebsiella	Pseudomonadota	Klebsiella (n=14)
Gram Positive	LK443	1.0	5	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK444	0.125	8	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Positive	LK445	1.0	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK449	0.2	5	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK452	0.0	5	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK454	0.2	5	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK455	1.2	5	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK456	0.6	5	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK457	0.2	5	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK458	1.6	5	Klebsiella	Pseudomonadota	Klebsiella (n=14)
Gram Positive	LK459	0.8	5	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK460	0.2	5	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK461	0.0	8	Klebsiella	Pseudomonadota	Klebsiella (n=14)
Gram Positive	LK464	1.6	5	Peribacillus	Bacillota	Peribacillus (n=1)
Gram Positive	LK465	0.75	8	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Positive	LK466	0.625	8	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Positive	LK467	0.2	5	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK469	0.5	8	Klebsiella	Pseudomonadota	Klebsiella (n=14)
Gram Positive	LK470	1.2	5	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK471	1.0	5	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK473	0.0	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK478	0.25	8	Kocuria	Actinomycetota	Kocuria (n=19)
Gram Positive	LK480	0.2	5	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK485	1.125	8	Sphingobacterium	Bacteroidota	Sphingobacterium (n=3)
Gram Positive	LK486	0.2	5	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK488	0.5	8	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Positive	LK489	0.0	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK490	0.0	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK494	1.0	8	Citrobacter	Pseudomonadota	Citrobacter (n=2)
Gram Positive	LK496	0.5	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK497	0.25	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK500	1.5	8	Klebsiella	Pseudomonadota	Klebsiella (n=14)
Gram Positive	LK501	1.0	8	Klebsiella	Pseudomonadota	Klebsiella (n=14)
Gram Positive	LK503	0.125	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK504	0.5	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK507	0.375	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK515	0.125	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK516	0.25	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK518	0.0	8	Nesterenkonia	Actinomycetota	Nesterenkonia (n=2)
Gram Positive	LK519	0.125	8	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Positive	LK522	0.0	8	Dermabacter	Actinomycetota	Dermabacter (n=9)
Gram Positive	LK523	0.375	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK524	0.25	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK525	1.75	8	Klebsiella	Pseudomonadota	Klebsiella (n=14)
Gram Positive	LK526	0.125	8	Klebsiella	Pseudomonadota	Klebsiella (n=14)
Gram Positive	LK527	0.0	8	Klebsiella	Pseudomonadota	Klebsiella (n=14)
Gram Positive	LK528	0.5	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK529	0.5	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK530	0.375	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK531	0.25	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK533	0.25	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK535	0.25	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK538	0.25	8	Janibacter	Actinomycetota	Janibacter (n=2)
Gram Positive	LK541	0.125	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK542	0.125	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK543	0.0	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK544	0.25	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK547	0.125	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK548	0.375	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK549	0.125	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK550	0.0	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK551	0.375	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK552	0.25	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK553	0.5	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK555	0.25	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK556	0.125	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK557	0.25	8	Dermabacter	Actinomycetota	Dermabacter (n=9)
Gram Positive	LK560	0.0	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK561	0.125	8	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Positive	LK567	0.0	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK569	0.0	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK570	0.5	8	Raoultella	Pseudomonadota	Raoultella (n=1)
Gram Positive	LK571	0.625	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK572	0.25	8	Kocuria	Actinomycetota	Kocuria (n=19)
Gram Positive	LK574	0.0	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK579	0.0	8	Kocuria	Actinomycetota	Kocuria (n=19)
Gram Positive	LK580	0.0	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK581	0.0	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK583	1.125	8	Klebsiella	Pseudomonadota	Klebsiella (n=14)
Gram Positive	LK585	0.0	8	Bacillus	Bacillota	Bacillus (n=9)
Gram Positive	LK586	0.0	8	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Positive	LK587	0.0	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK588	0.125	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK590	0.0	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK591	0.75	8	Enterobacter	Pseudomonadota	Enterobacter (n=1)
Gram Positive	LK593	1.0	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK594	0.125	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK595	0.375	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK596	0.75	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK597	0.25	8	Bacillus	Bacillota	Bacillus (n=9)
Gram Positive	LK600	0.0	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK601	0.0	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK602	0.375	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK603	0.25	8	Bacillus	Bacillota	Bacillus (n=9)
Gram Positive	LK605	0.375	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK606	0.0	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK615	0.125	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK616	0.0	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK617	0.0	8	Helcococcus	Bacillota	Helcococcus (n=2)
Gram Positive	LK619	1.0	8	Klebsiella	Pseudomonadota	Klebsiella (n=14)
Gram Positive	LK620	0.0	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK622	0.375	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK623	0.0	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK625	0.375	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK626	0.0	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK630	0.0	8	Brachybacterium	Actinomycetota	Brachybacterium (n=8)
Gram Positive	LK635	0.0	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK636	0.0	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK637	0.0	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK639	0.5	8	Dietzia	Actinomycetota	Dietzia (n=21)
Gram Positive	LK657	0.0	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK659	0.0	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK660	0.5	8	Bacillus	Bacillota	Bacillus (n=9)
Gram Positive	LK661	0.25	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK662	0.0	8	Lysinibacillus	Bacillota	Lysinibacillus (n=7)
Gram Positive	LK664	0.625	8	Lysinibacillus	Bacillota	Lysinibacillus (n=7)
Gram Positive	LK665	0.25	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK666	0.5	8	Lysinibacillus	Bacillota	Lysinibacillus (n=7)
Gram Positive	LK668	0.125	8	Lysinibacillus	Bacillota	Lysinibacillus (n=7)
Gram Positive	LK669	0.5	8	Lysinibacillus	Bacillota	Lysinibacillus (n=7)
Gram Positive	LK670	0.5	8	Klebsiella	Pseudomonadota	Klebsiella (n=14)
Gram Positive	LK672	0.125	8	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Positive	LK673	0.5	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK675	0.625	8	Lysinibacillus	Bacillota	Lysinibacillus (n=7)
Gram Positive	LK679	0.5	8	Janibacter	Actinomycetota	Janibacter (n=2)
Gram Positive	LK681	0.125	8	Bacillus	Bacillota	Bacillus (n=9)
Gram Positive	LK683	0.5	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK684	0.5	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK685	0.125	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK686	0.375	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK687	0.375	8	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Positive	LK688	0.0	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK690	0.5	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK691	0.125	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK692	0.0	8	Bacillus	Bacillota	Bacillus (n=9)
Gram Positive	LK693	0.25	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK696	1.375	8	Bacillus	Bacillota	Bacillus (n=9)
Gram Positive	LK697	0.25	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK698	0.5	8	Kocuria	Actinomycetota	Kocuria (n=19)
Gram Positive	LK704	1.375	8	Citrobacter	Pseudomonadota	Citrobacter (n=2)
Gram Positive	LK705	0.5	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK712	0.5	8	Niallia	Bacillota	Niallia (n=1)
Gram Positive	LK719	0.625	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK722	0.25	8	Bacillus	Bacillota	Bacillus (n=9)
Gram Positive	LK724	0.0	8	Lysinibacillus	Bacillota	Lysinibacillus (n=7)
Gram Positive	LK820	1.0	8	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Positive	LK821	0.0	8	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Positive	LK822	0.0	8	Citricoccus	Actinomycetota	Citricoccus (n=4)
Gram Positive	LK823	0.0	8	Dietzia	Actinomycetota	Dietzia (n=21)
Gram Positive	LK826	0.125	8	Dietzia	Actinomycetota	Dietzia (n=21)
Gram Positive	LK827	0.0	8	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Positive	LK832	0.375	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK834	0.375	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK835	1.125	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK836	0.25	8	Dermacoccus	Actinomycetota	Dermacoccus (n=3)
Gram Positive	LK837	1.125	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK838	0.0	8	Brevibacterium	Actinomycetota	Brevibacterium (n=7)
Gram Positive	LK843	0.25	8	Kocuria	Actinomycetota	Kocuria (n=19)
Gram Positive	LK844	0.25	8	Dietzia	Actinomycetota	Dietzia (n=21)
Gram Positive	LK847	0.75	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK849	0.0	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK853	0.0	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK854	0.25	8	Kocuria	Actinomycetota	Kocuria (n=19)
Gram Positive	LK855	0.0	8	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Positive	LK856	0.0	8	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Positive	LK857	0.125	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK858	1.25	8	Klebsiella	Pseudomonadota	Klebsiella (n=14)
Gram Positive	LK860	0.0	8	Rhodocococcus	Actinomycetota	Rhodocococcus (n=1)
Gram Positive	LK861	0.0	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK863	0.0	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK864	1.125	8	Bacillus	Bacillota	Bacillus (n=9)
Gram Positive	LK866	0.125	8	Kocuria	Actinomycetota	Kocuria (n=19)
Gram Positive	LK869	0.5	8	Klebsiella	Pseudomonadota	Klebsiella (n=14)
Gram Positive	LK870	1.125	8	Brevibacterium	Actinomycetota	Brevibacterium (n=7)
Gram Positive	LK871	0.0	8	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Positive	LK872	0.0	8	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Positive	LK873	0.0	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK874	0.625	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK875	1.0	8	Sphingobacterium	Bacteroidota	Sphingobacterium (n=3)
Gram Positive	LK876	0.25	8	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Positive	LK877	0.0	8	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Positive	LK892	0.875	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK903	0.75	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK911	0.125	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK912	0.0	8	Citricoccus	Actinomycetota	Citricoccus (n=4)
Gram Positive	LK931	0.375	8	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Positive	LK934	0.75	8	Kocuria	Actinomycetota	Kocuria (n=19)
Gram Positive	LK935	0.5	8	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Positive	LK936	0.25	8	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Positive	LK942	0.25	8	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Positive	LK945	0.125	8	Micromonospora	Actinomycetota	Micromonospora (n=1)
Gram Positive	LK949	0.25	8	Dietzia	Actinomycetota	Dietzia (n=21)
Gram Positive	LK950	0.25	8	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Positive	LK951	0.25	8	Dietzia	Actinomycetota	Dietzia (n=21)
Gram Positive	LK955	0.0	8	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Positive	LK956	0.25	8	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Positive	LK960	0.5	8	Kocuria	Actinomycetota	Kocuria (n=19)
Gram Positive	LK978	1.25	8	Brevibacterium	Actinomycetota	Brevibacterium (n=7)
Gram Positive	LK984	0.125	8	Dietzia	Actinomycetota	Dietzia (n=21)
Gram Positive	LK998	1.125	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
