Sample	SampleSubject	SampleBodySite	Taxa	Estimated_Reads
LKMN002-3-32_S235	S028	Moist_Na	Other	53575
LKMN002-3-52_S251	S030	Sebaceous_Ba	Cutibacterium	158209
LKMN002-3-52_S251	S030	Sebaceous_Ba	Corynebacterium	757860
LKMN002-3-52_S251	S030	Sebaceous_Ba	Micrococcus	748113
LKMN002-3-52_S251	S030	Sebaceous_Ba	Staphylococcus	308593
LKMN002-3-52_S251	S030	Sebaceous_Ba	Other	862483
LKMB002-2-083_S190	S022	Moist_Um	Cutibacterium	4744901
LKMB002-2-083_S190	S022	Moist_Um	Corynebacterium	715531
LKMB002-2-083_S190	S022	Moist_Um	Micrococcus	39098
LKMB002-2-083_S190	S022	Moist_Um	Staphylococcus	67912
LKMB002-2-083_S190	S022	Moist_Um	Other	1906244
LKMN002-3-05_S208	S024	Moist_Tw	Cutibacterium	59568
LKMN002-3-05_S208	S024	Moist_Tw	Corynebacterium	11142184
LKMN002-3-05_S208	S024	Moist_Tw	Micrococcus	16376
LKMN002-3-05_S208	S024	Moist_Tw	Staphylococcus	1334498
LKMN002-3-05_S208	S024	Moist_Tw	Other	366233
LKMN002-3-84_S283	S033	Sebaceous_Al	Cutibacterium	20248801
LKMN002-3-84_S283	S033	Sebaceous_Al	Corynebacterium	310623
LKMN002-3-84_S283	S033	Sebaceous_Al	Micrococcus	105617
LKMN002-3-84_S283	S033	Sebaceous_Al	Staphylococcus	15979
LKMN002-3-84_S283	S033	Sebaceous_Al	Other	1256749
LKMN002-3-85_S284	S033	Moist_Na	Cutibacterium	163952
LKMN002-3-85_S284	S033	Moist_Na	Corynebacterium	233022
LKMN002-3-85_S284	S033	Moist_Na	Micrococcus	8937
LKMN002-3-85_S284	S033	Moist_Na	Staphylococcus	91643
LKMN002-3-85_S284	S033	Moist_Na	Other	88102
LKMN002-3-50_S249	S030	Moist_Na	Cutibacterium	19615
LKMN002-3-50_S249	S030	Moist_Na	Corynebacterium	34620
LKMN002-3-50_S249	S030	Moist_Na	Micrococcus	1859
LKMN002-3-50_S249	S030	Moist_Na	Staphylococcus	63919
LKMN002-3-50_S249	S030	Moist_Na	Other	45247
LKMN002-3-08_S211	S025	Sebaceous_Oc	Cutibacterium	23316480
LKMN002-3-08_S211	S025	Sebaceous_Oc	Corynebacterium	168732
LKMN002-3-08_S211	S025	Sebaceous_Oc	Micrococcus	69019
LKMN002-3-08_S211	S025	Sebaceous_Oc	Staphylococcus	265246
LKMN002-3-08_S211	S025	Sebaceous_Oc	Other	455910
LKMN002-3-67_S266	S032	Sebaceous_Al	Cutibacterium	25639010
LKMN002-3-67_S266	S032	Sebaceous_Al	Corynebacterium	12280
LKMN002-3-67_S266	S032	Sebaceous_Al	Micrococcus	4103
LKMN002-3-67_S266	S032	Sebaceous_Al	Staphylococcus	364688
LKMN002-3-67_S266	S032	Sebaceous_Al	Other	595474
LKMN002-3-49_S248	S030	Sebaceous_Al	Cutibacterium	3127882
LKMN002-3-49_S248	S030	Sebaceous_Al	Corynebacterium	377047
LKMN002-3-49_S248	S030	Sebaceous_Al	Micrococcus	115299
LKMN002-3-49_S248	S030	Sebaceous_Al	Staphylococcus	2740080
LKMN002-3-49_S248	S030	Sebaceous_Al	Other	3188893
LKMN002-3-29_S232	S027	Moist_Um	Cutibacterium	640514
LKMN002-3-29_S232	S027	Moist_Um	Corynebacterium	168841
LKMN002-3-29_S232	S027	Moist_Um	Micrococcus	12232
LKMN002-3-29_S232	S027	Moist_Um	Staphylococcus	183111
LKMN002-3-29_S232	S027	Moist_Um	Other	186343
LKMN002-3-79_S278	S034	Sebaceous_Ba	Cutibacterium	7981377
LKMN002-3-79_S278	S034	Sebaceous_Ba	Corynebacterium	273095
LKMN002-3-79_S278	S034	Sebaceous_Ba	Micrococcus	561657
LKMN002-3-79_S278	S034	Sebaceous_Ba	Staphylococcus	227253
LKMN002-3-79_S278	S034	Sebaceous_Ba	Other	1801575
LKMN002-3-43_S242	S029	Sebaceous_Ba	Cutibacterium	10735336
LKMN002-3-43_S242	S029	Sebaceous_Ba	Corynebacterium	70702
LKMN002-3-43_S242	S029	Sebaceous_Ba	Micrococcus	676162
LKMN002-3-43_S242	S029	Sebaceous_Ba	Staphylococcus	58108
LKMN002-3-43_S242	S029	Sebaceous_Ba	Other	468680
LKMN002-3-55_S254	S030	Moist_Um	Cutibacterium	188717
LKMN002-3-55_S254	S030	Moist_Um	Corynebacterium	10395342
LKMN002-3-55_S254	S030	Moist_Um	Micrococcus	106076
LKMN002-3-55_S254	S030	Moist_Um	Staphylococcus	2303839
LKMN002-3-55_S254	S030	Moist_Um	Other	555478
LKMN002-3-34_S237	S028	Sebaceous_Ba	Cutibacterium	1880367
LKMN002-3-34_S237	S028	Sebaceous_Ba	Corynebacterium	71989
LKMN002-3-34_S237	S028	Sebaceous_Ba	Micrococcus	306819
LKMN002-3-34_S237	S028	Sebaceous_Ba	Staphylococcus	122174
LKMN002-3-34_S237	S028	Sebaceous_Ba	Other	794763
LKMN002-3-90_S289	S033	Moist_Um	Cutibacterium	94639
LKMN002-3-90_S289	S033	Moist_Um	Corynebacterium	6530399
LKMN002-3-90_S289	S033	Moist_Um	Micrococcus	473807
LKMN002-3-90_S289	S033	Moist_Um	Staphylococcus	36651
LKMN002-3-90_S289	S033	Moist_Um	Other	2708021
LKMN002-3-65_S264	S031	Moist_Tw	Cutibacterium	50736
LKMN002-3-65_S264	S031	Moist_Tw	Corynebacterium	17082783
LKMN002-3-65_S264	S031	Moist_Tw	Micrococcus	56648
LKMN002-3-65_S264	S031	Moist_Tw	Staphylococcus	9028832
LKMN002-3-65_S264	S031	Moist_Tw	Other	1158097
LKMB002-2-044_S135	S017	Moist_Tw	Cutibacterium	28678
LKMB002-2-044_S135	S017	Moist_Tw	Corynebacterium	18151353
LKMB002-2-044_S135	S017	Moist_Tw	Micrococcus	11454
LKMB002-2-044_S135	S017	Moist_Tw	Staphylococcus	937895
LKMB002-2-044_S135	S017	Moist_Tw	Other	575775
LKMN002-3-31_S234	S028	Sebaceous_Al	Cutibacterium	7421042
LKMN002-3-31_S234	S028	Sebaceous_Al	Corynebacterium	25707
LKMN002-3-31_S234	S028	Sebaceous_Al	Micrococcus	2983
LKMN002-3-31_S234	S028	Sebaceous_Al	Staphylococcus	414645
LKMN002-3-31_S234	S028	Sebaceous_Al	Other	590677
LKMN002-3-40_S167	S029	Sebaceous_Al	Cutibacterium	6758102
LKMN002-3-40_S167	S029	Sebaceous_Al	Corynebacterium	68092
LKMN002-3-40_S167	S029	Sebaceous_Al	Micrococcus	2955
LKMN002-3-40_S167	S029	Sebaceous_Al	Staphylococcus	120059
LKMN002-3-40_S167	S029	Sebaceous_Al	Other	385297
LKMN002-3-83_S282	S034	Moist_Tw	Cutibacterium	47789
LKMN002-3-83_S282	S034	Moist_Tw	Corynebacterium	12583403
LKMN002-3-83_S282	S034	Moist_Tw	Micrococcus	32538
LKMN002-3-83_S282	S034	Moist_Tw	Staphylococcus	351271
LKMN002-3-83_S282	S034	Moist_Tw	Other	926902
LKMN002-3-02_S205	S024	Rarely_Moist_Vf	Cutibacterium	2644039
LKMN002-3-02_S205	S024	Rarely_Moist_Vf	Corynebacterium	377846
LKMN002-3-02_S205	S024	Rarely_Moist_Vf	Micrococcus	372597
LKMN002-3-02_S205	S024	Rarely_Moist_Vf	Staphylococcus	183088
LKMN002-3-02_S205	S024	Rarely_Moist_Vf	Other	2247514
LKMN002-3-13_S216	S025	Moist_Tw	Cutibacterium	68906
LKMN002-3-13_S216	S025	Moist_Tw	Corynebacterium	11278232
LKMN002-3-13_S216	S025	Moist_Tw	Micrococcus	36788
LKMN002-3-13_S216	S025	Moist_Tw	Staphylococcus	9205292
LKMN002-3-13_S216	S025	Moist_Tw	Other	1279621
LKMN002-3-86_S285	S033	Sebaceous_Oc	Cutibacterium	6346478
LKMN002-3-86_S285	S033	Sebaceous_Oc	Corynebacterium	163246
LKMN002-3-86_S285	S033	Sebaceous_Oc	Micrococcus	393392
LKMN002-3-86_S285	S033	Sebaceous_Oc	Staphylococcus	595437
LKMN002-3-86_S285	S033	Sebaceous_Oc	Other	305298
LKMB002-2-048_S139	S018	Sebaceous_Oc	Cutibacterium	8737848
LKMB002-2-048_S139	S018	Sebaceous_Oc	Corynebacterium	83931
LKMB002-2-048_S139	S018	Sebaceous_Oc	Micrococcus	103665
LKMB002-2-048_S139	S018	Sebaceous_Oc	Staphylococcus	3848642
LKMB002-2-048_S139	S018	Sebaceous_Oc	Other	1105181
LKMN002-3-46_S245	S029	Moist_Um	Cutibacterium	3917430
LKMN002-3-46_S245	S029	Moist_Um	Corynebacterium	1283712
LKMN002-3-46_S245	S029	Moist_Um	Micrococcus	120797
LKMN002-3-46_S245	S029	Moist_Um	Staphylococcus	305079
LKMN002-3-46_S245	S029	Moist_Um	Other	2669477
LKMN002-3-28_S231	S027	Rarely_Moist_Af	Cutibacterium	1589868
LKMN002-3-28_S231	S027	Rarely_Moist_Af	Corynebacterium	545171
LKMN002-3-28_S231	S027	Rarely_Moist_Af	Micrococcus	133061
LKMN002-3-28_S231	S027	Rarely_Moist_Af	Staphylococcus	315939
LKMN002-3-28_S231	S027	Rarely_Moist_Af	Other	1123483
LKMN002-3-63_S262	S031	Rarely_Moist_Af	Cutibacterium	1482395
LKMN002-3-63_S262	S031	Rarely_Moist_Af	Corynebacterium	259938
LKMN002-3-63_S262	S031	Rarely_Moist_Af	Micrococcus	35756
LKMN002-3-63_S262	S031	Rarely_Moist_Af	Staphylococcus	26418
LKMN002-3-63_S262	S031	Rarely_Moist_Af	Other	1108593
LKMN002-3-61_S260	S031	Sebaceous_Ba	Cutibacterium	17495135
LKMN002-3-61_S260	S031	Sebaceous_Ba	Corynebacterium	28250
LKMN002-3-61_S260	S031	Sebaceous_Ba	Micrococcus	16456
LKMN002-3-61_S260	S031	Sebaceous_Ba	Staphylococcus	25230
LKMN002-3-61_S260	S031	Sebaceous_Ba	Other	305600
LKMB002-2-096_S203	S024	Sebaceous_Oc	Cutibacterium	5977856
LKMB002-2-096_S203	S024	Sebaceous_Oc	Corynebacterium	15462
LKMB002-2-096_S203	S024	Sebaceous_Oc	Micrococcus	30580
LKMB002-2-096_S203	S024	Sebaceous_Oc	Staphylococcus	466632
LKMB002-2-096_S203	S024	Sebaceous_Oc	Other	297134
LKMB002-2-070_S177	S021	Sebaceous_Oc	Cutibacterium	1235788
LKMB002-2-070_S177	S021	Sebaceous_Oc	Corynebacterium	39587
LKMB002-2-070_S177	S021	Sebaceous_Oc	Micrococcus	63478
LKMB002-2-070_S177	S021	Sebaceous_Oc	Staphylococcus	174137
LKMB002-2-070_S177	S021	Sebaceous_Oc	Other	1725876
LKMN002-3-01_S204	S024	Sebaceous_Ba	Cutibacterium	12079535
LKMN002-3-01_S204	S024	Sebaceous_Ba	Corynebacterium	71126
LKMN002-3-01_S204	S024	Sebaceous_Ba	Micrococcus	36628
LKMN002-3-01_S204	S024	Sebaceous_Ba	Staphylococcus	374065
LKMN002-3-01_S204	S024	Sebaceous_Ba	Other	814109
LKMN002-3-62_S261	S031	Rarely_Moist_Vf	Cutibacterium	548214
LKMN002-3-62_S261	S031	Rarely_Moist_Vf	Corynebacterium	29643
LKMN002-3-62_S261	S031	Rarely_Moist_Vf	Micrococcus	9853
LKMN002-3-62_S261	S031	Rarely_Moist_Vf	Staphylococcus	7340
LKMN002-3-62_S261	S031	Rarely_Moist_Vf	Other	751883
LKMN002-3-76_S275	S034	Sebaceous_Al	Cutibacterium	19890490
LKMN002-3-76_S275	S034	Sebaceous_Al	Corynebacterium	387326
LKMN002-3-76_S275	S034	Sebaceous_Al	Micrococcus	38162
LKMN002-3-76_S275	S034	Sebaceous_Al	Staphylococcus	1743319
LKMN002-3-76_S275	S034	Sebaceous_Al	Other	3245299
LKMN002-3-35_S238	S028	Rarely_Moist_Vf	Cutibacterium	4735328
LKMN002-3-35_S238	S028	Rarely_Moist_Vf	Corynebacterium	163681
LKMN002-3-35_S238	S028	Rarely_Moist_Vf	Micrococcus	500733
LKMN002-3-35_S238	S028	Rarely_Moist_Vf	Staphylococcus	356842
LKMN002-3-35_S238	S028	Rarely_Moist_Vf	Other	1399118
LKMN002-3-19_S222	S026	Rarely_Moist_Vf	Cutibacterium	10094442
LKMN002-3-19_S222	S026	Rarely_Moist_Vf	Corynebacterium	161187
LKMN002-3-19_S222	S026	Rarely_Moist_Vf	Micrococcus	471734
LKMN002-3-19_S222	S026	Rarely_Moist_Vf	Staphylococcus	522166
LKMN002-3-19_S222	S026	Rarely_Moist_Vf	Other	1919800
LKMN002-3-17_S220	S026	Sebaceous_Oc	Cutibacterium	4735007
LKMN002-3-17_S220	S026	Sebaceous_Oc	Corynebacterium	166403
LKMN002-3-17_S220	S026	Sebaceous_Oc	Micrococcus	88047
LKMN002-3-17_S220	S026	Sebaceous_Oc	Staphylococcus	2746709
LKMN002-3-17_S220	S026	Sebaceous_Oc	Other	1616840
