metagenome	body_site	body_site_type	database	value
LKMB002-1-51-S156	Na	Moist	5. EPIC + SBCC + C. acnes ATCC 6919	75.56
LKMB002-1-51-S156	Na	Moist	6. EPIC + SMGC	92.98
LKMB002-1-51-S156	Na	Moist	1. EPIC	61.67
LKMB002-1-51-S156	Na	Moist	3. EPIC + C. acnes ATCC 6919	72.82
LKMB002-2-026-S117	Um	Moist	2. SBCC	32.11
LKMB002-2-026-S117	Um	Moist	4. SBCC + C. acnes ATCC 6919	54.10
LKMB002-2-026-S117	Um	Moist	5. EPIC + SBCC + C. acnes ATCC 6919	60.75
LKMB002-2-026-S117	Um	Moist	6. EPIC + SMGC	73.06
LKMB002-2-026-S117	Um	Moist	1. EPIC	33.65
LKMB002-2-026-S117	Um	Moist	3. EPIC + C. acnes ATCC 6919	55.56
LKMB002-1-68-S67	Na	Moist	2. SBCC	37.51
LKMB002-1-68-S67	Na	Moist	4. SBCC + C. acnes ATCC 6919	41.17
LKMB002-1-68-S67	Na	Moist	5. EPIC + SBCC + C. acnes ATCC 6919	47.33
LKMB002-1-68-S67	Na	Moist	6. EPIC + SMGC	62.91
LKMB002-1-68-S67	Na	Moist	1. EPIC	39.13
LKMB002-1-68-S67	Na	Moist	3. EPIC + C. acnes ATCC 6919	42.78
LKMB002-1-10-S14	Na	Moist	2. SBCC	17.87
LKMB002-1-10-S14	Na	Moist	4. SBCC + C. acnes ATCC 6919	40.41
LKMB002-1-10-S14	Na	Moist	5. EPIC + SBCC + C. acnes ATCC 6919	46.05
LKMB002-1-10-S14	Na	Moist	6. EPIC + SMGC	85.47
LKMB002-1-10-S14	Na	Moist	1. EPIC	22.66
LKMB002-1-10-S14	Na	Moist	3. EPIC + C. acnes ATCC 6919	45.02
LKMN002-3-07-S210	Na	Moist	2. SBCC	77.01
LKMN002-3-07-S210	Na	Moist	4. SBCC + C. acnes ATCC 6919	79.18
LKMN002-3-07-S210	Na	Moist	5. EPIC + SBCC + C. acnes ATCC 6919	90.75
LKMN002-3-07-S210	Na	Moist	6. EPIC + SMGC	97.10
LKMN002-3-07-S210	Na	Moist	1. EPIC	87.63
LKMN002-3-07-S210	Na	Moist	3. EPIC + C. acnes ATCC 6919	89.79
LKMB002-2-087-S194	Oc	Sebaceous	2. SBCC	19.15
LKMB002-2-087-S194	Oc	Sebaceous	4. SBCC + C. acnes ATCC 6919	49.59
LKMB002-2-087-S194	Oc	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	51.05
LKMB002-2-087-S194	Oc	Sebaceous	6. EPIC + SMGC	77.79
LKMB002-2-087-S194	Oc	Sebaceous	1. EPIC	19.73
LKMB002-2-087-S194	Oc	Sebaceous	3. EPIC + C. acnes ATCC 6919	49.89
LKMB002-1-77-S76	Oc	Sebaceous	2. SBCC	9.73
LKMB002-1-77-S76	Oc	Sebaceous	4. SBCC + C. acnes ATCC 6919	10.83
LKMB002-1-77-S76	Oc	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	12.80
LKMB002-1-77-S76	Oc	Sebaceous	6. EPIC + SMGC	29.51
LKMB002-1-77-S76	Oc	Sebaceous	1. EPIC	10.03
LKMB002-1-77-S76	Oc	Sebaceous	3. EPIC + C. acnes ATCC 6919	11.12
LKMN002-3-46-S245	Um	Moist	2. SBCC	29.18
LKMN002-3-46-S245	Um	Moist	4. SBCC + C. acnes ATCC 6919	57.54
LKMN002-3-46-S245	Um	Moist	5. EPIC + SBCC + C. acnes ATCC 6919	60.34
LKMN002-3-46-S245	Um	Moist	6. EPIC + SMGC	80.42
LKMN002-3-46-S245	Um	Moist	1. EPIC	27.37
LKMN002-3-46-S245	Um	Moist	3. EPIC + C. acnes ATCC 6919	55.51
LKMB002-1-30-S34	Vf	Rarely Moist	2. SBCC	18.33
LKMB002-1-30-S34	Vf	Rarely Moist	4. SBCC + C. acnes ATCC 6919	33.30
LKMB002-1-30-S34	Vf	Rarely Moist	5. EPIC + SBCC + C. acnes ATCC 6919	36.04
LKMB002-1-30-S34	Vf	Rarely Moist	6. EPIC + SMGC	60.77
LKMB002-1-30-S34	Vf	Rarely Moist	1. EPIC	18.79
LKMB002-1-30-S34	Vf	Rarely Moist	3. EPIC + C. acnes ATCC 6919	33.64
LKMB002-2-032-S123	Vf	Rarely Moist	2. SBCC	19.43
LKMB002-2-032-S123	Vf	Rarely Moist	4. SBCC + C. acnes ATCC 6919	62.05
LKMB002-2-032-S123	Vf	Rarely Moist	5. EPIC + SBCC + C. acnes ATCC 6919	67.10
LKMB002-2-032-S123	Vf	Rarely Moist	6. EPIC + SMGC	80.09
LKMB002-2-032-S123	Vf	Rarely Moist	1. EPIC	23.78
LKMB002-2-032-S123	Vf	Rarely Moist	3. EPIC + C. acnes ATCC 6919	66.11
LKMB002-2-092-S199	Tw	Moist	2. SBCC	16.83
LKMB002-2-092-S199	Tw	Moist	4. SBCC + C. acnes ATCC 6919	19.49
LKMB002-2-092-S199	Tw	Moist	5. EPIC + SBCC + C. acnes ATCC 6919	24.77
LKMB002-2-092-S199	Tw	Moist	6. EPIC + SMGC	42.30
LKMB002-2-092-S199	Tw	Moist	1. EPIC	18.80
LKMB002-2-092-S199	Tw	Moist	3. EPIC + C. acnes ATCC 6919	21.44
LKMB002-1-92-S91	Na	Moist	2. SBCC	49.12
LKMB002-1-92-S91	Na	Moist	4. SBCC + C. acnes ATCC 6919	66.82
LKMB002-1-92-S91	Na	Moist	5. EPIC + SBCC + C. acnes ATCC 6919	71.82
LKMB002-1-92-S91	Na	Moist	6. EPIC + SMGC	83.97
LKMB002-1-92-S91	Na	Moist	1. EPIC	53.01
LKMB002-1-92-S91	Na	Moist	3. EPIC + C. acnes ATCC 6919	70.57
LKMB002-2-039-S130	Oc	Sebaceous	2. SBCC	25.95
LKMB002-2-039-S130	Oc	Sebaceous	4. SBCC + C. acnes ATCC 6919	80.20
LKMB002-2-039-S130	Oc	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	81.32
LKMB002-2-039-S130	Oc	Sebaceous	6. EPIC + SMGC	83.18
LKMB002-2-039-S130	Oc	Sebaceous	1. EPIC	27.00
LKMB002-2-039-S130	Oc	Sebaceous	3. EPIC + C. acnes ATCC 6919	80.88
LKMB002-2-083-S190	Um	Moist	2. SBCC	21.80
LKMB002-2-083-S190	Um	Moist	4. SBCC + C. acnes ATCC 6919	63.09
LKMB002-2-083-S190	Um	Moist	5. EPIC + SBCC + C. acnes ATCC 6919	69.32
LKMB002-2-083-S190	Um	Moist	6. EPIC + SMGC	83.22
LKMB002-2-083-S190	Um	Moist	1. EPIC	26.36
LKMB002-2-083-S190	Um	Moist	3. EPIC + C. acnes ATCC 6919	67.34
LKMB002-1-79-S78	Vf	Rarely Moist	2. SBCC	13.22
LKMB002-1-79-S78	Vf	Rarely Moist	4. SBCC + C. acnes ATCC 6919	16.69
LKMB002-1-79-S78	Vf	Rarely Moist	5. EPIC + SBCC + C. acnes ATCC 6919	20.51
LKMB002-1-79-S78	Vf	Rarely Moist	6. EPIC + SMGC	53.83
LKMB002-1-79-S78	Vf	Rarely Moist	1. EPIC	14.25
LKMB002-1-79-S78	Vf	Rarely Moist	3. EPIC + C. acnes ATCC 6919	17.71
LKMB002-2-095-S202	Na	Moist	2. SBCC	50.13
LKMB002-2-095-S202	Na	Moist	4. SBCC + C. acnes ATCC 6919	62.70
LKMB002-2-095-S202	Na	Moist	5. EPIC + SBCC + C. acnes ATCC 6919	65.15
LKMB002-2-095-S202	Na	Moist	6. EPIC + SMGC	75.14
LKMB002-2-095-S202	Na	Moist	1. EPIC	47.98
LKMB002-2-095-S202	Na	Moist	3. EPIC + C. acnes ATCC 6919	60.43
LKMB002-2-057-S148	Af	Rarely Moist	2. SBCC	12.09
LKMB002-2-057-S148	Af	Rarely Moist	4. SBCC + C. acnes ATCC 6919	19.20
LKMB002-2-057-S148	Af	Rarely Moist	5. EPIC + SBCC + C. acnes ATCC 6919	23.29
LKMB002-2-057-S148	Af	Rarely Moist	6. EPIC + SMGC	71.74
LKMB002-2-057-S148	Af	Rarely Moist	1. EPIC	12.34
LKMB002-2-057-S148	Af	Rarely Moist	3. EPIC + C. acnes ATCC 6919	19.39
LKMB002-1-55-S160	Af	Rarely Moist	2. SBCC	18.40
LKMB002-1-55-S160	Af	Rarely Moist	4. SBCC + C. acnes ATCC 6919	39.31
LKMB002-1-55-S160	Af	Rarely Moist	5. EPIC + SBCC + C. acnes ATCC 6919	43.52
LKMB002-1-55-S160	Af	Rarely Moist	6. EPIC + SMGC	59.93
LKMB002-1-55-S160	Af	Rarely Moist	1. EPIC	19.37
LKMB002-1-55-S160	Af	Rarely Moist	3. EPIC + C. acnes ATCC 6919	40.14
LKMB002-2-056-S147	Vf	Rarely Moist	2. SBCC	12.66
LKMB002-2-056-S147	Vf	Rarely Moist	4. SBCC + C. acnes ATCC 6919	19.97
LKMB002-2-056-S147	Vf	Rarely Moist	5. EPIC + SBCC + C. acnes ATCC 6919	27.76
LKMB002-2-056-S147	Vf	Rarely Moist	6. EPIC + SMGC	47.09
LKMB002-2-056-S147	Vf	Rarely Moist	1. EPIC	18.83
LKMB002-2-056-S147	Vf	Rarely Moist	3. EPIC + C. acnes ATCC 6919	26.09
LKMB002-1-21-S25	Vf	Rarely Moist	2. SBCC	22.12
LKMB002-1-21-S25	Vf	Rarely Moist	4. SBCC + C. acnes ATCC 6919	28.62
LKMB002-1-21-S25	Vf	Rarely Moist	5. EPIC + SBCC + C. acnes ATCC 6919	49.96
LKMB002-1-21-S25	Vf	Rarely Moist	6. EPIC + SMGC	65.06
LKMB002-1-21-S25	Vf	Rarely Moist	1. EPIC	40.60
LKMB002-1-21-S25	Vf	Rarely Moist	3. EPIC + C. acnes ATCC 6919	47.05
LKMB002-2-071-S178	Ba	Sebaceous	2. SBCC	22.61
LKMB002-2-071-S178	Ba	Sebaceous	4. SBCC + C. acnes ATCC 6919	27.00
LKMB002-2-071-S178	Ba	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	33.02
LKMB002-2-071-S178	Ba	Sebaceous	6. EPIC + SMGC	65.25
LKMB002-2-071-S178	Ba	Sebaceous	1. EPIC	24.50
LKMB002-2-071-S178	Ba	Sebaceous	3. EPIC + C. acnes ATCC 6919	28.86
LKMB002-2-086-S193	Na	Moist	2. SBCC	35.34
LKMB002-2-086-S193	Na	Moist	4. SBCC + C. acnes ATCC 6919	54.64
LKMB002-2-086-S193	Na	Moist	5. EPIC + SBCC + C. acnes ATCC 6919	59.37
LKMB002-2-086-S193	Na	Moist	6. EPIC + SMGC	67.50
LKMB002-2-086-S193	Na	Moist	1. EPIC	29.10
LKMB002-2-086-S193	Na	Moist	3. EPIC + C. acnes ATCC 6919	48.24
LKMN002-3-70-S269	Ba	Sebaceous	2. SBCC	19.23
LKMN002-3-70-S269	Ba	Sebaceous	4. SBCC + C. acnes ATCC 6919	68.55
LKMN002-3-70-S269	Ba	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	69.94
LKMN002-3-70-S269	Ba	Sebaceous	6. EPIC + SMGC	77.12
LKMN002-3-70-S269	Ba	Sebaceous	1. EPIC	19.79
LKMN002-3-70-S269	Ba	Sebaceous	3. EPIC + C. acnes ATCC 6919	68.73
LKMB002-2-069-S176	Na	Moist	2. SBCC	38.73
LKMB002-2-069-S176	Na	Moist	4. SBCC + C. acnes ATCC 6919	55.24
LKMB002-2-069-S176	Na	Moist	5. EPIC + SBCC + C. acnes ATCC 6919	57.89
LKMB002-2-069-S176	Na	Moist	6. EPIC + SMGC	82.07
LKMB002-2-069-S176	Na	Moist	1. EPIC	38.31
LKMB002-2-069-S176	Na	Moist	3. EPIC + C. acnes ATCC 6919	54.72
LKMN002-3-53-S252	Vf	Rarely Moist	2. SBCC	15.41
LKMN002-3-53-S252	Vf	Rarely Moist	4. SBCC + C. acnes ATCC 6919	20.68
LKMN002-3-53-S252	Vf	Rarely Moist	5. EPIC + SBCC + C. acnes ATCC 6919	29.99
LKMN002-3-53-S252	Vf	Rarely Moist	6. EPIC + SMGC	58.60
LKMN002-3-53-S252	Vf	Rarely Moist	1. EPIC	22.42
LKMN002-3-53-S252	Vf	Rarely Moist	3. EPIC + C. acnes ATCC 6919	27.66
LKMB002-1-67-S66	Al	Sebaceous	2. SBCC	27.84
LKMB002-1-67-S66	Al	Sebaceous	4. SBCC + C. acnes ATCC 6919	72.84
LKMB002-1-67-S66	Al	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	74.63
LKMB002-1-67-S66	Al	Sebaceous	6. EPIC + SMGC	83.23
LKMB002-1-67-S66	Al	Sebaceous	1. EPIC	29.09
LKMB002-1-67-S66	Al	Sebaceous	3. EPIC + C. acnes ATCC 6919	73.75
LKMN002-3-17-S220	Oc	Sebaceous	2. SBCC	35.99
LKMN002-3-17-S220	Oc	Sebaceous	4. SBCC + C. acnes ATCC 6919	66.20
LKMN002-3-17-S220	Oc	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	72.39
LKMN002-3-17-S220	Oc	Sebaceous	6. EPIC + SMGC	85.57
LKMN002-3-17-S220	Oc	Sebaceous	1. EPIC	40.88
LKMN002-3-17-S220	Oc	Sebaceous	3. EPIC + C. acnes ATCC 6919	70.86
LKMN002-3-49-S248	Al	Sebaceous	2. SBCC	26.66
LKMN002-3-49-S248	Al	Sebaceous	4. SBCC + C. acnes ATCC 6919	45.27
LKMN002-3-49-S248	Al	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	48.96
LKMN002-3-49-S248	Al	Sebaceous	6. EPIC + SMGC	71.08
LKMN002-3-49-S248	Al	Sebaceous	1. EPIC	28.09
LKMN002-3-49-S248	Al	Sebaceous	3. EPIC + C. acnes ATCC 6919	46.56
LKMN002-3-15-S218	Al	Sebaceous	2. SBCC	23.62
LKMN002-3-15-S218	Al	Sebaceous	4. SBCC + C. acnes ATCC 6919	89.62
LKMN002-3-15-S218	Al	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	90.44
LKMN002-3-15-S218	Al	Sebaceous	6. EPIC + SMGC	90.62
LKMN002-3-15-S218	Al	Sebaceous	1. EPIC	24.58
LKMN002-3-15-S218	Al	Sebaceous	3. EPIC + C. acnes ATCC 6919	90.09
LKMN002-3-77-S276	Na	Moist	2. SBCC	39.12
LKMN002-3-77-S276	Na	Moist	4. SBCC + C. acnes ATCC 6919	65.60
LKMN002-3-77-S276	Na	Moist	5. EPIC + SBCC + C. acnes ATCC 6919	71.11
LKMN002-3-77-S276	Na	Moist	6. EPIC + SMGC	85.52
LKMN002-3-77-S276	Na	Moist	1. EPIC	42.47
LKMN002-3-77-S276	Na	Moist	3. EPIC + C. acnes ATCC 6919	68.74
LKMB002-2-084-S191	Tw	Moist	2. SBCC	88.29
LKMB002-2-084-S191	Tw	Moist	4. SBCC + C. acnes ATCC 6919	88.44
LKMB002-2-084-S191	Tw	Moist	5. EPIC + SBCC + C. acnes ATCC 6919	91.56
LKMB002-2-084-S191	Tw	Moist	6. EPIC + SMGC	94.58
LKMB002-2-084-S191	Tw	Moist	1. EPIC	83.23
LKMB002-2-084-S191	Tw	Moist	3. EPIC + C. acnes ATCC 6919	83.38
LKMB002-1-22-S26	Af	Rarely Moist	2. SBCC	20.37
LKMB002-1-22-S26	Af	Rarely Moist	4. SBCC + C. acnes ATCC 6919	24.16
LKMB002-1-22-S26	Af	Rarely Moist	5. EPIC + SBCC + C. acnes ATCC 6919	47.83
LKMB002-1-22-S26	Af	Rarely Moist	6. EPIC + SMGC	64.50
LKMB002-1-22-S26	Af	Rarely Moist	1. EPIC	40.92
LKMB002-1-22-S26	Af	Rarely Moist	3. EPIC + C. acnes ATCC 6919	44.69
LKMB002-1-33-S37	Tw	Moist	2. SBCC	43.90
LKMB002-1-33-S37	Tw	Moist	4. SBCC + C. acnes ATCC 6919	44.44
LKMB002-1-33-S37	Tw	Moist	5. EPIC + SBCC + C. acnes ATCC 6919	50.72
LKMB002-1-33-S37	Tw	Moist	6. EPIC + SMGC	62.60
LKMB002-1-33-S37	Tw	Moist	1. EPIC	47.43
LKMB002-1-33-S37	Tw	Moist	3. EPIC + C. acnes ATCC 6919	47.96
LKMB002-2-019-S110	Tw	Moist	2. SBCC	83.43
LKMB002-2-019-S110	Tw	Moist	4. SBCC + C. acnes ATCC 6919	83.49
LKMB002-2-019-S110	Tw	Moist	5. EPIC + SBCC + C. acnes ATCC 6919	90.01
LKMB002-2-019-S110	Tw	Moist	6. EPIC + SMGC	92.66
LKMB002-2-019-S110	Tw	Moist	1. EPIC	80.26
LKMB002-2-019-S110	Tw	Moist	3. EPIC + C. acnes ATCC 6919	80.32
LKMN002-3-44-S243	Vf	Rarely Moist	2. SBCC	13.08
LKMN002-3-44-S243	Vf	Rarely Moist	4. SBCC + C. acnes ATCC 6919	28.75
LKMN002-3-44-S243	Vf	Rarely Moist	5. EPIC + SBCC + C. acnes ATCC 6919	33.96
LKMN002-3-44-S243	Vf	Rarely Moist	6. EPIC + SMGC	73.29
LKMN002-3-44-S243	Vf	Rarely Moist	1. EPIC	15.78
LKMN002-3-44-S243	Vf	Rarely Moist	3. EPIC + C. acnes ATCC 6919	31.34
LKMN002-3-12-S215	Um	Moist	2. SBCC	81.82
LKMN002-3-12-S215	Um	Moist	4. SBCC + C. acnes ATCC 6919	86.04
LKMN002-3-12-S215	Um	Moist	5. EPIC + SBCC + C. acnes ATCC 6919	89.00
LKMN002-3-12-S215	Um	Moist	6. EPIC + SMGC	93.45
LKMN002-3-12-S215	Um	Moist	1. EPIC	72.37
LKMN002-3-12-S215	Um	Moist	3. EPIC + C. acnes ATCC 6919	76.56
LKMB002-1-91-S90	Al	Sebaceous	2. SBCC	22.72
LKMB002-1-91-S90	Al	Sebaceous	4. SBCC + C. acnes ATCC 6919	81.80
LKMB002-1-91-S90	Al	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	83.34
LKMB002-1-91-S90	Al	Sebaceous	6. EPIC + SMGC	89.52
LKMB002-1-91-S90	Al	Sebaceous	1. EPIC	24.44
LKMB002-1-91-S90	Al	Sebaceous	3. EPIC + C. acnes ATCC 6919	83.09
LKMN002-3-85-S284	Na	Moist	2. SBCC	50.92
LKMN002-3-85-S284	Na	Moist	4. SBCC + C. acnes ATCC 6919	64.81
LKMN002-3-85-S284	Na	Moist	5. EPIC + SBCC + C. acnes ATCC 6919	69.55
LKMN002-3-85-S284	Na	Moist	6. EPIC + SMGC	87.71
LKMN002-3-85-S284	Na	Moist	1. EPIC	52.41
LKMN002-3-85-S284	Na	Moist	3. EPIC + C. acnes ATCC 6919	66.19
LKMB002-1-89-S88	Um	Moist	2. SBCC	19.10
LKMB002-1-89-S88	Um	Moist	4. SBCC + C. acnes ATCC 6919	19.67
LKMB002-1-89-S88	Um	Moist	5. EPIC + SBCC + C. acnes ATCC 6919	22.24
LKMB002-1-89-S88	Um	Moist	6. EPIC + SMGC	76.71
LKMB002-1-89-S88	Um	Moist	1. EPIC	18.40
LKMB002-1-89-S88	Um	Moist	3. EPIC + C. acnes ATCC 6919	18.96
LKMB002-1-34-S38	Al	Sebaceous	2. SBCC	21.93
LKMB002-1-34-S38	Al	Sebaceous	4. SBCC + C. acnes ATCC 6919	78.01
LKMB002-1-34-S38	Al	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	78.58
LKMB002-1-34-S38	Al	Sebaceous	6. EPIC + SMGC	86.53
LKMB002-1-34-S38	Al	Sebaceous	1. EPIC	22.60
LKMB002-1-34-S38	Al	Sebaceous	3. EPIC + C. acnes ATCC 6919	78.24
LKMB002-1-44-S48	Oc	Sebaceous	2. SBCC	14.59
LKMB002-1-44-S48	Oc	Sebaceous	4. SBCC + C. acnes ATCC 6919	47.88
LKMB002-1-44-S48	Oc	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	48.95
LKMB002-1-44-S48	Oc	Sebaceous	6. EPIC + SMGC	59.63
LKMB002-1-44-S48	Oc	Sebaceous	1. EPIC	15.61
LKMB002-1-44-S48	Oc	Sebaceous	3. EPIC + C. acnes ATCC 6919	48.67
LKMB002-1-46-S50	Vf	Rarely Moist	2. SBCC	18.79
LKMB002-1-46-S50	Vf	Rarely Moist	4. SBCC + C. acnes ATCC 6919	34.68
LKMB002-1-46-S50	Vf	Rarely Moist	5. EPIC + SBCC + C. acnes ATCC 6919	37.68
LKMB002-1-46-S50	Vf	Rarely Moist	6. EPIC + SMGC	50.90
LKMB002-1-46-S50	Vf	Rarely Moist	1. EPIC	20.38
LKMB002-1-46-S50	Vf	Rarely Moist	3. EPIC + C. acnes ATCC 6919	36.16
LKMN002-3-56-S255	Tw	Moist	2. SBCC	79.58
LKMN002-3-56-S255	Tw	Moist	4. SBCC + C. acnes ATCC 6919	79.59
LKMN002-3-56-S255	Tw	Moist	5. EPIC + SBCC + C. acnes ATCC 6919	86.22
LKMN002-3-56-S255	Tw	Moist	6. EPIC + SMGC	95.04
LKMN002-3-56-S255	Tw	Moist	1. EPIC	71.09
LKMN002-3-56-S255	Tw	Moist	3. EPIC + C. acnes ATCC 6919	71.11
LKMB002-2-025-S116	Af	Rarely Moist	2. SBCC	43.96
LKMB002-2-025-S116	Af	Rarely Moist	4. SBCC + C. acnes ATCC 6919	54.58
LKMB002-2-025-S116	Af	Rarely Moist	5. EPIC + SBCC + C. acnes ATCC 6919	63.85
LKMB002-2-025-S116	Af	Rarely Moist	6. EPIC + SMGC	72.61
LKMB002-2-025-S116	Af	Rarely Moist	1. EPIC	52.15
LKMB002-2-025-S116	Af	Rarely Moist	3. EPIC + C. acnes ATCC 6919	62.68
LKMN002-3-26-S229	Ba	Sebaceous	2. SBCC	20.28
LKMN002-3-26-S229	Ba	Sebaceous	4. SBCC + C. acnes ATCC 6919	54.13
LKMN002-3-26-S229	Ba	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	57.11
LKMN002-3-26-S229	Ba	Sebaceous	6. EPIC + SMGC	84.98
LKMN002-3-26-S229	Ba	Sebaceous	1. EPIC	22.57
LKMN002-3-26-S229	Ba	Sebaceous	3. EPIC + C. acnes ATCC 6919	56.09
LKMN002-3-20-S223	Af	Rarely Moist	2. SBCC	35.74
LKMN002-3-20-S223	Af	Rarely Moist	4. SBCC + C. acnes ATCC 6919	58.62
LKMN002-3-20-S223	Af	Rarely Moist	5. EPIC + SBCC + C. acnes ATCC 6919	65.35
LKMN002-3-20-S223	Af	Rarely Moist	6. EPIC + SMGC	80.76
LKMN002-3-20-S223	Af	Rarely Moist	1. EPIC	39.77
LKMN002-3-20-S223	Af	Rarely Moist	3. EPIC + C. acnes ATCC 6919	62.50
LKMB002-1-12-S16	Ba	Sebaceous	2. SBCC	24.09
LKMB002-1-12-S16	Ba	Sebaceous	4. SBCC + C. acnes ATCC 6919	89.18
LKMB002-1-12-S16	Ba	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	90.05
LKMB002-1-12-S16	Ba	Sebaceous	6. EPIC + SMGC	95.15
LKMB002-1-12-S16	Ba	Sebaceous	1. EPIC	25.18
LKMB002-1-12-S16	Ba	Sebaceous	3. EPIC + C. acnes ATCC 6919	89.77
LKMB002-2-067-S174	Tw	Moist	2. SBCC	73.28
LKMB002-2-067-S174	Tw	Moist	4. SBCC + C. acnes ATCC 6919	73.45
LKMB002-2-067-S174	Tw	Moist	5. EPIC + SBCC + C. acnes ATCC 6919	86.72
LKMB002-2-067-S174	Tw	Moist	6. EPIC + SMGC	90.16
LKMB002-2-067-S174	Tw	Moist	1. EPIC	84.08
LKMB002-2-067-S174	Tw	Moist	3. EPIC + C. acnes ATCC 6919	84.24
LKMN002-3-08-S211	Oc	Sebaceous	2. SBCC	23.99
LKMN002-3-08-S211	Oc	Sebaceous	4. SBCC + C. acnes ATCC 6919	88.60
LKMN002-3-08-S211	Oc	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	89.04
LKMN002-3-08-S211	Oc	Sebaceous	6. EPIC + SMGC	92.04
LKMN002-3-08-S211	Oc	Sebaceous	1. EPIC	24.75
LKMN002-3-08-S211	Oc	Sebaceous	3. EPIC + C. acnes ATCC 6919	88.88
LKMN002-3-63-S262	Af	Rarely Moist	2. SBCC	17.44
LKMN002-3-63-S262	Af	Rarely Moist	4. SBCC + C. acnes ATCC 6919	46.20
LKMN002-3-63-S262	Af	Rarely Moist	5. EPIC + SBCC + C. acnes ATCC 6919	49.89
LKMN002-3-63-S262	Af	Rarely Moist	6. EPIC + SMGC	69.73
LKMN002-3-63-S262	Af	Rarely Moist	1. EPIC	19.56
LKMN002-3-63-S262	Af	Rarely Moist	3. EPIC + C. acnes ATCC 6919	48.10
LKMB002-2-046-S137	Al	Sebaceous	2. SBCC	21.09
LKMB002-2-046-S137	Al	Sebaceous	4. SBCC + C. acnes ATCC 6919	75.77
LKMB002-2-046-S137	Al	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	76.25
LKMB002-2-046-S137	Al	Sebaceous	6. EPIC + SMGC	85.13
LKMB002-2-046-S137	Al	Sebaceous	1. EPIC	21.54
LKMB002-2-046-S137	Al	Sebaceous	3. EPIC + C. acnes ATCC 6919	75.82
LKMB002-2-050-S141	Vf	Rarely Moist	2. SBCC	23.96
LKMB002-2-050-S141	Vf	Rarely Moist	4. SBCC + C. acnes ATCC 6919	33.89
LKMB002-2-050-S141	Vf	Rarely Moist	5. EPIC + SBCC + C. acnes ATCC 6919	58.35
LKMB002-2-050-S141	Vf	Rarely Moist	6. EPIC + SMGC	77.22
LKMB002-2-050-S141	Vf	Rarely Moist	1. EPIC	46.48
LKMB002-2-050-S141	Vf	Rarely Moist	3. EPIC + C. acnes ATCC 6919	56.32
LKMN002-3-82-S281	Um	Moist	2. SBCC	6.71
LKMN002-3-82-S281	Um	Moist	4. SBCC + C. acnes ATCC 6919	8.11
LKMN002-3-82-S281	Um	Moist	5. EPIC + SBCC + C. acnes ATCC 6919	9.90
LKMN002-3-82-S281	Um	Moist	6. EPIC + SMGC	69.83
LKMN002-3-82-S281	Um	Moist	1. EPIC	7.55
LKMN002-3-82-S281	Um	Moist	3. EPIC + C. acnes ATCC 6919	8.94
LKMB002-2-002-S161	Tw	Moist	2. SBCC	26.58
LKMB002-2-002-S161	Tw	Moist	4. SBCC + C. acnes ATCC 6919	33.15
LKMB002-2-002-S161	Tw	Moist	5. EPIC + SBCC + C. acnes ATCC 6919	43.30
LKMB002-2-002-S161	Tw	Moist	6. EPIC + SMGC	66.90
LKMB002-2-002-S161	Tw	Moist	1. EPIC	33.32
LKMB002-2-002-S161	Tw	Moist	3. EPIC + C. acnes ATCC 6919	39.84
LKMB002-1-08-S12	Tw	Moist	2. SBCC	78.04
LKMB002-1-08-S12	Tw	Moist	4. SBCC + C. acnes ATCC 6919	78.18
LKMB002-1-08-S12	Tw	Moist	5. EPIC + SBCC + C. acnes ATCC 6919	83.15
LKMB002-1-08-S12	Tw	Moist	6. EPIC + SMGC	84.88
LKMB002-1-08-S12	Tw	Moist	1. EPIC	81.93
LKMB002-1-08-S12	Tw	Moist	3. EPIC + C. acnes ATCC 6919	82.07
LKMN002-3-41-S168	Na	Moist	2. SBCC	40.74
LKMN002-3-41-S168	Na	Moist	4. SBCC + C. acnes ATCC 6919	75.51
LKMN002-3-41-S168	Na	Moist	5. EPIC + SBCC + C. acnes ATCC 6919	79.43
LKMN002-3-41-S168	Na	Moist	6. EPIC + SMGC	94.15
LKMN002-3-41-S168	Na	Moist	1. EPIC	42.77
LKMN002-3-41-S168	Na	Moist	3. EPIC + C. acnes ATCC 6919	77.29
LKMN002-3-27-S230	Vf	Rarely Moist	2. SBCC	18.67
LKMN002-3-27-S230	Vf	Rarely Moist	4. SBCC + C. acnes ATCC 6919	26.20
