Sample	SampleSubject	SampleBodySite	Taxa	Estimated_Reads
LKMN002-3-30_S233	S027	Moist_Tw	Staphylococcus	960335.1988
LKMN002-3-30_S233	S027	Moist_Tw	Cutibacterium	66089.0488
LKMN002-3-30_S233	S027	Moist_Tw	Micrococcus	25549.89
LKMN002-3-30_S233	S027	Moist_Tw	Other	2960380.588
LKMN002-3-19_S222	S026	Rarely_Moist_Vf	Cutibacterium	23561781.7782
LKMN002-3-19_S222	S026	Rarely_Moist_Vf	Micrococcus	980787.20536
LKMN002-3-19_S222	S026	Rarely_Moist_Vf	Staphylococcus	953892.80708
LKMN002-3-19_S222	S026	Rarely_Moist_Vf	Corynebacterium	212007.96942
LKMN002-3-19_S222	S026	Rarely_Moist_Vf	Other	2902592.2399
LKMB002-1-14_S18	S002	Rarely_Moist_Af	Cutibacterium	14339771.5526
LKMB002-1-14_S18	S002	Rarely_Moist_Af	Micrococcus	1162819.2244
LKMB002-1-14_S18	S002	Rarely_Moist_Af	Corynebacterium	761088.9664
LKMB002-1-14_S18	S002	Rarely_Moist_Af	Staphylococcus	612788.5428
LKMB002-1-14_S18	S002	Rarely_Moist_Af	Other	3110111.7138
LKMN002-3-71_S270	S032	Rarely_Moist_Vf	Cutibacterium	10255044.1248
LKMN002-3-71_S270	S032	Rarely_Moist_Vf	Micrococcus	727335.1722
LKMN002-3-71_S270	S032	Rarely_Moist_Vf	Corynebacterium	223736.69864
LKMN002-3-71_S270	S032	Rarely_Moist_Vf	Staphylococcus	183647.35844
LKMN002-3-71_S270	S032	Rarely_Moist_Vf	Other	7700398.64594
LKMB002-2-073_S180	S021	Rarely_Moist_Af	Cutibacterium	2723116.02248
LKMB002-2-073_S180	S021	Rarely_Moist_Af	Micrococcus	2712799.5083
LKMB002-2-073_S180	S021	Rarely_Moist_Af	Staphylococcus	1172865.63898
LKMB002-2-073_S180	S021	Rarely_Moist_Af	Corynebacterium	231955.17366
LKMB002-2-073_S180	S021	Rarely_Moist_Af	Other	4252289.65658
LKMB002-2-031_S122	S016	Sebaceous_Ba	Cutibacterium	29350851.2953
LKMB002-2-031_S122	S016	Sebaceous_Ba	Micrococcus	1158794.41796
LKMB002-2-031_S122	S016	Sebaceous_Ba	Corynebacterium	124676.40652
LKMB002-2-031_S122	S016	Sebaceous_Ba	Staphylococcus	81324.45806
LKMB002-2-031_S122	S016	Sebaceous_Ba	Other	928111.42214
LKMB002-1-17_S21	S003	Sebaceous_Al	Cutibacterium	31610166.739
LKMB002-1-17_S21	S003	Sebaceous_Al	Staphylococcus	170860.06512
LKMB002-1-17_S21	S003	Sebaceous_Al	Corynebacterium	148008.41032
LKMB002-1-17_S21	S003	Sebaceous_Al	Micrococcus	42539.23432
LKMB002-1-17_S21	S003	Sebaceous_Al	Other	3184817.55128
LKMN002-3-80_S279	S034	Rarely_Moist_Vf	Cutibacterium	11582277.3299
LKMN002-3-80_S279	S034	Rarely_Moist_Vf	Micrococcus	5026890.8382
LKMN002-3-80_S279	S034	Rarely_Moist_Vf	Corynebacterium	1121932.85424
LKMN002-3-80_S279	S034	Rarely_Moist_Vf	Staphylococcus	952740.56724
LKMN002-3-80_S279	S034	Rarely_Moist_Vf	Other	6381682.4104
LKMB002-2-016_S107	S015	Rarely_Moist_Vf	Cutibacterium	2014899.19016
LKMB002-2-016_S107	S015	Rarely_Moist_Vf	Corynebacterium	604015.83
LKMB002-2-016_S107	S015	Rarely_Moist_Vf	Micrococcus	415465.27232
LKMB002-2-016_S107	S015	Rarely_Moist_Vf	Staphylococcus	190014.83848
LKMB002-2-016_S107	S015	Rarely_Moist_Vf	Other	1656540.86904
LKMB002-2-041_S132	S017	Rarely_Moist_Vf	Cutibacterium	5305793.62574
LKMB002-2-041_S132	S017	Rarely_Moist_Vf	Corynebacterium	900987.5905
LKMB002-2-041_S132	S017	Rarely_Moist_Vf	Staphylococcus	534502.77668
LKMB002-2-041_S132	S017	Rarely_Moist_Vf	Micrococcus	176903.04824
LKMB002-2-041_S132	S017	Rarely_Moist_Vf	Other	3065054.95884
LKMN002-3-70_S269	S032	Sebaceous_Ba	Cutibacterium	21877973.5986
LKMN002-3-70_S269	S032	Sebaceous_Ba	Corynebacterium	493037.2692
LKMN002-3-70_S269	S032	Sebaceous_Ba	Micrococcus	322522.3778
LKMN002-3-70_S269	S032	Sebaceous_Ba	Staphylococcus	152747.7826
LKMN002-3-70_S269	S032	Sebaceous_Ba	Other	1830258.9718
LKMB002-2-058_S149	S019	Moist_Um	Corynebacterium	26524357.4627
LKMB002-2-058_S149	S019	Moist_Um	Staphylococcus	4262129.19132
LKMB002-2-058_S149	S019	Moist_Um	Cutibacterium	1130981.83044
LKMB002-2-058_S149	S019	Moist_Um	Micrococcus	280224.82488
LKMB002-2-058_S149	S019	Moist_Um	Other	2569654.69068
LKMN002-3-88_S287	S033	Rarely_Moist_Vf	Micrococcus	2573765.9046
LKMN002-3-88_S287	S033	Rarely_Moist_Vf	Cutibacterium	2367673.95348
LKMN002-3-88_S287	S033	Rarely_Moist_Vf	Corynebacterium	962371.55124
LKMN002-3-88_S287	S033	Rarely_Moist_Vf	Staphylococcus	84375.34776
LKMN002-3-88_S287	S033	Rarely_Moist_Vf	Other	1956761.24292
LKMB002-1-87_S86	S009	Rarely_Moist_Vf	Cutibacterium	7577607.37878
LKMB002-1-87_S86	S009	Rarely_Moist_Vf	Corynebacterium	789614.7327
LKMB002-1-87_S86	S009	Rarely_Moist_Vf	Staphylococcus	763700.48802
LKMB002-1-87_S86	S009	Rarely_Moist_Vf	Micrococcus	746766.42714
LKMB002-1-87_S86	S009	Rarely_Moist_Vf	Other	2951144.97336
LKMB002-1-02_S6	S001	Moist_Na	Cutibacterium	197439.06924
LKMB002-1-02_S6	S001	Moist_Na	Corynebacterium	58455.86094
LKMB002-1-02_S6	S001	Moist_Na	Staphylococcus	53207.17668
LKMB002-1-02_S6	S001	Moist_Na	Micrococcus	1924.64262
LKMB002-1-02_S6	S001	Moist_Na	Other	64147.25052
LKMB002-1-26_S30	S004	Sebaceous_Al	Cutibacterium	17022924.2528
LKMB002-1-26_S30	S004	Sebaceous_Al	Staphylococcus	149613.42
LKMB002-1-26_S30	S004	Sebaceous_Al	Corynebacterium	11606.3744
LKMB002-1-26_S30	S004	Sebaceous_Al	Micrococcus	1450.7968
LKMB002-1-26_S30	S004	Sebaceous_Al	Other	949365.156
LKMN002-3-38_S165	S028	Moist_Tw	Corynebacterium	17949587.7725
LKMN002-3-38_S165	S028	Moist_Tw	Staphylococcus	7855254.042
LKMN002-3-38_S165	S028	Moist_Tw	Cutibacterium	53431.67724
LKMN002-3-38_S165	S028	Moist_Tw	Micrococcus	25519.60704
LKMN002-3-38_S165	S028	Moist_Tw	Other	699130.9012
LKMB002-2-086_S193	S023	Moist_Na	Cutibacterium	54042.54508
LKMB002-2-086_S193	S023	Moist_Na	Staphylococcus	27083.49118
LKMB002-2-086_S193	S023	Moist_Na	Corynebacterium	7603.40062
LKMB002-2-086_S193	S023	Moist_Na	Micrococcus	268.6714
LKMB002-2-086_S193	S023	Moist_Na	Other	52407.89172
LKMN002-3-35_S238	S028	Rarely_Moist_Vf	Cutibacterium	12464335.6383
LKMN002-3-35_S238	S028	Rarely_Moist_Vf	Staphylococcus	734107.7757
LKMN002-3-35_S238	S028	Rarely_Moist_Vf	Micrococcus	718611.2271
LKMN002-3-35_S238	S028	Rarely_Moist_Vf	Corynebacterium	233602.2273
LKMN002-3-35_S238	S028	Rarely_Moist_Vf	Other	2335033.1316
LKMN002-3-03_S206	S024	Rarely_Moist_Af	Cutibacterium	3546087.6011
LKMN002-3-03_S206	S024	Rarely_Moist_Af	Micrococcus	520174.95134
LKMN002-3-03_S206	S024	Rarely_Moist_Af	Corynebacterium	517557.91252
LKMN002-3-03_S206	S024	Rarely_Moist_Af	Staphylococcus	446743.92092
LKMN002-3-03_S206	S024	Rarely_Moist_Af	Other	10363781.6141
LKMB002-1-85_S84	S009	Sebaceous_Oc	Cutibacterium	22080596.7894
LKMB002-1-85_S84	S009	Sebaceous_Oc	Staphylococcus	3862052.58816
LKMB002-1-85_S84	S009	Sebaceous_Oc	Corynebacterium	126474.6876
LKMB002-1-85_S84	S009	Sebaceous_Oc	Micrococcus	121900.07124
LKMB002-1-85_S84	S009	Sebaceous_Oc	Other	718483.8636
LKMN002-3-78_S277	S034	Sebaceous_Oc	Cutibacterium	19714123.1164
LKMN002-3-78_S277	S034	Sebaceous_Oc	Staphylococcus	2460614.09394
LKMN002-3-78_S277	S034	Sebaceous_Oc	Micrococcus	386917.61952
LKMN002-3-78_S277	S034	Sebaceous_Oc	Corynebacterium	352439.81184
LKMN002-3-78_S277	S034	Sebaceous_Oc	Other	1028827.35834
LKMB002-2-004_S163	S013	Sebaceous_Al	Cutibacterium	26246328.0
LKMB002-2-004_S163	S013	Sebaceous_Al	Staphylococcus	268663.2
LKMB002-2-004_S163	S013	Sebaceous_Al	Corynebacterium	170291.136
LKMB002-2-004_S163	S013	Sebaceous_Al	Micrococcus	10195.424
LKMB002-2-004_S163	S013	Sebaceous_Al	Other	859722.24
LKMB002-2-090_S197	S023	Rarely_Moist_Af	Cutibacterium	1684062.37804
LKMB002-2-090_S197	S023	Rarely_Moist_Af	Corynebacterium	831386.98636
LKMB002-2-090_S197	S023	Rarely_Moist_Af	Micrococcus	342465.6508
LKMB002-2-090_S197	S023	Rarely_Moist_Af	Staphylococcus	193446.81356
LKMB002-2-090_S197	S023	Rarely_Moist_Af	Other	4068506.17124
LKMB002-1-77_S76	S010	Sebaceous_Oc	Staphylococcus	649392.22908
LKMB002-1-77_S76	S010	Sebaceous_Oc	Corynebacterium	175849.38756
LKMB002-1-77_S76	S010	Sebaceous_Oc	Cutibacterium	168795.2574
LKMB002-1-77_S76	S010	Sebaceous_Oc	Micrococcus	99399.1068
LKMB002-1-77_S76	S010	Sebaceous_Oc	Other	3487168.01916
LKMN002-3-68_S267	S032	Moist_Na	Cutibacterium	216364.0146
LKMN002-3-68_S267	S032	Moist_Na	Corynebacterium	64972.1859
LKMN002-3-68_S267	S032	Moist_Na	Staphylococcus	22898.2812
LKMN002-3-68_S267	S032	Moist_Na	Micrococcus	408.6301
LKMN002-3-68_S267	S032	Moist_Na	Other	70246.8882
LKMB002-1-50_S54	S006	Sebaceous_Al	Cutibacterium	31456124.8902
LKMB002-1-50_S54	S006	Sebaceous_Al	Staphylococcus	876729.46354
LKMB002-1-50_S54	S006	Sebaceous_Al	Corynebacterium	279161.03588
LKMB002-1-50_S54	S006	Sebaceous_Al	Micrococcus	2388.90862
LKMB002-1-50_S54	S006	Sebaceous_Al	Other	1512861.70178
LKMB002-2-087_S194	S023	Sebaceous_Oc	Cutibacterium	6002763.85296
LKMB002-2-087_S194	S023	Sebaceous_Oc	Staphylococcus	1500858.71318
LKMB002-2-087_S194	S023	Sebaceous_Oc	Corynebacterium	75151.97312
LKMB002-2-087_S194	S023	Sebaceous_Oc	Micrococcus	67603.22582
LKMB002-2-087_S194	S023	Sebaceous_Oc	Other	9128616.23492
LKMB002-1-45_S49	S007	Sebaceous_Ba	Cutibacterium	23428301.22
LKMB002-1-45_S49	S007	Sebaceous_Ba	Corynebacterium	701447.91808
LKMB002-1-45_S49	S007	Sebaceous_Ba	Staphylococcus	542081.7948
LKMB002-1-45_S49	S007	Sebaceous_Ba	Micrococcus	115821.84796
LKMB002-1-45_S49	S007	Sebaceous_Ba	Other	4834303.2192
LKMB002-1-55_S160	S006	Rarely_Moist_Af	Cutibacterium	3089890.24432
LKMB002-1-55_S160	S006	Rarely_Moist_Af	Micrococcus	371892.50868
LKMB002-1-55_S160	S006	Rarely_Moist_Af	Staphylococcus	332945.4106
LKMB002-1-55_S160	S006	Rarely_Moist_Af	Corynebacterium	139712.91224
LKMB002-1-55_S160	S006	Rarely_Moist_Af	Other	2600306.92416
LKMB002-2-079_S186	S022	Sebaceous_Oc	Cutibacterium	23187704.0904
LKMB002-2-079_S186	S022	Sebaceous_Oc	Staphylococcus	1405903.2991
LKMB002-2-079_S186	S022	Sebaceous_Oc	Corynebacterium	655743.3051
LKMB002-2-079_S186	S022	Sebaceous_Oc	Micrococcus	10088.35854
LKMB002-2-079_S186	S022	Sebaceous_Oc	Other	608146.94686
LKMB002-1-25_S29	S003	Moist_Tw	Corynebacterium	10789198.3035
LKMB002-1-25_S29	S003	Moist_Tw	Staphylococcus	6249053.26864
LKMB002-1-25_S29	S003	Moist_Tw	Micrococcus	141257.96048
LKMB002-1-25_S29	S003	Moist_Tw	Cutibacterium	58013.3736
LKMB002-1-25_S29	S003	Moist_Tw	Other	1179421.09376
LKMB002-2-059_S150	S019	Moist_Tw	Staphylococcus	16837380.9213
LKMB002-2-059_S150	S019	Moist_Tw	Cutibacterium	3269781.11892
LKMB002-2-059_S150	S019	Moist_Tw	Micrococcus	691769.58888
LKMB002-2-059_S150	S019	Moist_Tw	Corynebacterium	465395.26272
LKMB002-2-059_S150	S019	Moist_Tw	Other	10352199.1082
LKMB002-1-62_S61	S008	Sebaceous_Ba	Micrococcus	1840563.28782
LKMB002-1-62_S61	S008	Sebaceous_Ba	Cutibacterium	860600.3808
LKMB002-1-62_S61	S008	Sebaceous_Ba	Corynebacterium	655750.0242
LKMB002-1-62_S61	S008	Sebaceous_Ba	Staphylococcus	408556.2978
LKMB002-1-62_S61	S008	Sebaceous_Ba	Other	7678684.00938
LKMB002-1-21_S25	S003	Rarely_Moist_Vf	Micrococcus	3272543.8885
LKMB002-1-21_S25	S003	Rarely_Moist_Vf	Cutibacterium	1079599.63442
LKMB002-1-21_S25	S003	Rarely_Moist_Vf	Corynebacterium	552154.3201
LKMB002-1-21_S25	S003	Rarely_Moist_Vf	Staphylococcus	101234.95572
LKMB002-1-21_S25	S003	Rarely_Moist_Vf	Other	2990909.20126
LKMB002-2-009_S100	S013	Rarely_Moist_Af	Micrococcus	6128477.74112
LKMB002-2-009_S100	S013	Rarely_Moist_Af	Cutibacterium	4392812.556
LKMB002-2-009_S100	S013	Rarely_Moist_Af	Staphylococcus	978762.20256
LKMB002-2-009_S100	S013	Rarely_Moist_Af	Corynebacterium	383050.02784
LKMB002-2-009_S100	S013	Rarely_Moist_Af	Other	4252113.47248
LKMB002-1-08_S12	S001	Moist_Tw	Staphylococcus	37175945.2605
LKMB002-1-08_S12	S001	Moist_Tw	Corynebacterium	617819.36112
LKMB002-1-08_S12	S001	Moist_Tw	Cutibacterium	106783.59328
LKMB002-1-08_S12	S001	Moist_Tw	Micrococcus	37735.55552
LKMB002-1-08_S12	S001	Moist_Tw	Other	2205924.2296
LKMN002-3-06_S209	S025	Sebaceous_Al	Cutibacterium	43983090.9429
LKMN002-3-06_S209	S025	Sebaceous_Al	Corynebacterium	26038.5142
LKMN002-3-06_S209	S025	Sebaceous_Al	Staphylococcus	6285.1586
LKMN002-3-06_S209	S025	Sebaceous_Al	Micrococcus	3142.5793
LKMN002-3-06_S209	S025	Sebaceous_Al	Other	875432.805
LKMB002-2-081_S188	S022	Rarely_Moist_Vf	Cutibacterium	26602600.5903
LKMB002-2-081_S188	S022	Rarely_Moist_Vf	Staphylococcus	251089.0441
LKMB002-2-081_S188	S022	Rarely_Moist_Vf	Corynebacterium	126290.9223
LKMB002-2-081_S188	S022	Rarely_Moist_Vf	Micrococcus	42992.6544
LKMB002-2-081_S188	S022	Rarely_Moist_Vf	Other	2833036.7889
LKMB002-2-012_S103	S015	Sebaceous_Al	Cutibacterium	11168307.711
LKMB002-2-012_S103	S015	Sebaceous_Al	Staphylococcus	125936.18532
LKMB002-2-012_S103	S015	Sebaceous_Al	Corynebacterium	96678.28368
LKMB002-2-012_S103	S015	Sebaceous_Al	Micrococcus	3353.67252
LKMB002-2-012_S103	S015	Sebaceous_Al	Other	170112.14748
LKMB002-1-32_S36	S004	Moist_Um	Corynebacterium	8012890.48352
LKMB002-1-32_S36	S004	Moist_Um	Staphylococcus	687435.80932
LKMB002-1-32_S36	S004	Moist_Um	Cutibacterium	381397.73672
LKMB002-1-32_S36	S004	Moist_Um	Micrococcus	2830.40992
LKMB002-1-32_S36	S004	Moist_Um	Other	26295569.5605
LKMB002-2-020_S111	S014	Sebaceous_Al	Cutibacterium	6803819.498
LKMB002-2-020_S111	S014	Sebaceous_Al	Corynebacterium	133736.917
LKMB002-2-020_S111	S014	Sebaceous_Al	Staphylococcus	77982.432
LKMB002-2-020_S111	S014	Sebaceous_Al	Micrococcus	7680.088
LKMB002-2-020_S111	S014	Sebaceous_Al	Other	361481.065
LKMB002-1-80_S79	S010	Rarely_Moist_Af	Corynebacterium	724985.03392
LKMB002-1-80_S79	S010	Rarely_Moist_Af	Cutibacterium	330131.44928
LKMB002-1-80_S79	S010	Rarely_Moist_Af	Staphylococcus	171725.23696
LKMB002-1-80_S79	S010	Rarely_Moist_Af	Micrococcus	51645.90544
LKMB002-1-80_S79	S010	Rarely_Moist_Af	Other	2190008.3744
LKMB002-2-046_S137	S018	Sebaceous_Al	Cutibacterium	33560293.8766
LKMB002-2-046_S137	S018	Sebaceous_Al	Staphylococcus	220304.05366
LKMB002-2-046_S137	S018	Sebaceous_Al	Corynebacterium	92982.97186
LKMB002-2-046_S137	S018	Sebaceous_Al	Micrococcus	30479.89534
LKMB002-2-046_S137	S018	Sebaceous_Al	Other	4678085.2025
LKMB002-2-053_S144	S019	Moist_Na	Staphylococcus	1048313.9394
LKMB002-2-053_S144	S019	Moist_Na	Corynebacterium	482493.6558
LKMB002-2-053_S144	S019	Moist_Na	Cutibacterium	339577.9686
LKMB002-2-053_S144	S019	Moist_Na	Micrococcus	2063.2482
LKMB002-2-053_S144	S019	Moist_Na	Other	170371.188
LKMN002-3-56_S255	S030	Moist_Tw	Corynebacterium	31253760.9285
LKMN002-3-56_S255	S030	Moist_Tw	Staphylococcus	4172949.2244
LKMN002-3-56_S255	S030	Moist_Tw	Micrococcus	542166.6954
LKMN002-3-56_S255	S030	Moist_Tw	Cutibacterium	18097.3584
LKMN002-3-56_S255	S030	Moist_Tw	Other	1715855.7933
LKMB002-1-56_S55	S006	Moist_Um	Corynebacterium	15736506.8777
LKMB002-1-56_S55	S006	Moist_Um	Staphylococcus	3055219.55608
LKMB002-1-56_S55	S006	Moist_Um	Cutibacterium	997627.25576
LKMB002-1-56_S55	S006	Moist_Um	Micrococcus	9573.30328
LKMB002-1-56_S55	S006	Moist_Um	Other	2464569.0072
LKMB002-1-28_S32	S004	Sebaceous_Oc	Cutibacterium	17984537.2897
LKMB002-1-28_S32	S004	Sebaceous_Oc	Staphylococcus	3185911.97876
LKMB002-1-28_S32	S004	Sebaceous_Oc	Corynebacterium	75454.64542
LKMB002-1-28_S32	S004	Sebaceous_Oc	Micrococcus	10842.45638
LKMB002-1-28_S32	S004	Sebaceous_Oc	Other	870715.6297
LKMB002-1-75_S74	S010	Sebaceous_Al	Cutibacterium	2185214.90604
LKMB002-1-75_S74	S010	Sebaceous_Al	Corynebacterium	235868.08338
LKMB002-1-75_S74	S010	Sebaceous_Al	Staphylococcus	123530.79786
LKMB002-1-75_S74	S010	Sebaceous_Al	Micrococcus	6367.5669
LKMB002-1-75_S74	S010	Sebaceous_Al	Other	4151720.64582
LKMN002-3-54_S253	S030	Rarely_Moist_Af	Staphylococcus	731883.7509
LKMN002-3-54_S253	S030	Rarely_Moist_Af	Cutibacterium	428083.9497
LKMN002-3-54_S253	S030	Rarely_Moist_Af	Micrococcus	253210.7145
LKMN002-3-54_S253	S030	Rarely_Moist_Af	Corynebacterium	142747.7061
LKMN002-3-54_S253	S030	Rarely_Moist_Af	Other	1096883.8788
LKMB002-2-068_S175	S021	Sebaceous_Al	Cutibacterium	21751004.8634
LKMB002-2-068_S175	S021	Sebaceous_Al	Staphylococcus	1175393.43
LKMB002-2-068_S175	S021	Sebaceous_Al	Corynebacterium	238128.35544
LKMB002-2-068_S175	S021	Sebaceous_Al	Micrococcus	19060.434
LKMB002-2-068_S175	S021	Sebaceous_Al	Other	2230324.91712
LKMN002-3-24_S227	S027	Moist_Na	Corynebacterium	154022.23176
LKMN002-3-24_S227	S027	Moist_Na	Cutibacterium	51665.5968
LKMN002-3-24_S227	S027	Moist_Na	Staphylococcus	11163.12624
LKMN002-3-24_S227	S027	Moist_Na	Micrococcus	1268.32512
LKMN002-3-24_S227	S027	Moist_Na	Other	248176.72008
LKMB002-1-39_S43	S005	Rarely_Moist_Af	Cutibacterium	13567841.8442
LKMB002-1-39_S43	S005	Rarely_Moist_Af	Corynebacterium	804597.30962
LKMB002-1-39_S43	S005	Rarely_Moist_Af	Micrococcus	545704.7999
LKMB002-1-39_S43	S005	Rarely_Moist_Af	Staphylococcus	519346.9652
LKMB002-1-39_S43	S005	Rarely_Moist_Af	Other	4086831.08104
